"date","countyname","variable","measure","rank"
"2020-05-25","Forest County, PA","caserate7day",0,3
"2020-05-24","Forest County, PA","caserate7day",0,3
"2020-05-23","Forest County, PA","caserate7day",0,3
"2020-05-22","Forest County, PA","caserate7day",0,3
"2020-05-21","Forest County, PA","caserate7day",0,3
"2020-05-20","Forest County, PA","caserate7day",0,3
"2020-05-19","Forest County, PA","caserate7day",0,3
"2020-05-18","Forest County, PA","caserate7day",0,3
"2020-05-17","Forest County, PA","caserate7day",0,3
"2020-05-16","Forest County, PA","caserate7day",0,3
"2020-05-15","Forest County, PA","caserate7day",0,3
"2020-05-14","Forest County, PA","caserate7day",0,3
"2020-05-13","Forest County, PA","caserate7day",0,3
"2020-05-12","Forest County, PA","caserate7day",0,3
"2020-05-11","Forest County, PA","caserate7day",0,3
"2020-05-10","Forest County, PA","caserate7day",0,3
"2020-05-09","Forest County, PA","caserate7day",0,3
"2020-05-08","Forest County, PA","caserate7day",0,3
"2020-05-07","Forest County, PA","caserate7day",0,3
"2020-05-06","Forest County, PA","caserate7day",0,3
"2020-05-05","Forest County, PA","caserate7day",0,3
"2020-05-04","Forest County, PA","caserate7day",0,3
"2020-05-03","Forest County, PA","caserate7day",0,3
"2020-05-02","Forest County, PA","caserate7day",0,3
"2020-05-01","Forest County, PA","caserate7day",0,3
"2020-04-30","Forest County, PA","caserate7day",0,3
"2020-04-29","Forest County, PA","caserate7day",0,3
"2020-04-28","Forest County, PA","caserate7day",0,3
"2020-04-27","Forest County, PA","caserate7day",0,3
"2020-04-26","Forest County, PA","caserate7day",0,3
"2020-04-25","Forest County, PA","caserate7day",0,3
"2020-04-24","Forest County, PA","caserate7day",0,3
"2020-04-23","Forest County, PA","caserate7day",0,3
"2020-04-22","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-21","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-20","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-19","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-18","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-17","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-16","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-15","Forest County, PA","caserate7day",0,3
"2020-04-14","Forest County, PA","caserate7day",0,3
"2020-04-13","Forest County, PA","caserate7day",1.9625929778,3
"2020-04-12","Forest County, PA","caserate7day",3.9251859557,3
"2020-04-11","Forest County, PA","caserate7day",5.8877789335,3
"2020-04-10","Forest County, PA","caserate7day",7.8503719114,3
"2020-04-09","Forest County, PA","caserate7day",7.8503719114,3
"2020-04-08","Forest County, PA","caserate7day",9.8129648892,3
"2020-04-07","Forest County, PA","caserate7day",104.01742783,3
"2020-04-06","Forest County, PA","caserate7day",233.54856436,3
"2020-04-05","Forest County, PA","caserate7day",333.64080623,3
"2020-04-04","Forest County, PA","caserate7day",408.21933939,3
"2020-04-03","Forest County, PA","caserate7day",518.12454615,3
"2020-04-02","Forest County, PA","caserate7day",737.93495967,3
"2021-01-21","Forest County, PA","caserate7day",1316.8998881,4
"2021-01-20","Forest County, PA","caserate7day",314.01487645,4
"2021-01-19","Forest County, PA","caserate7day",588.77789335,4
"2021-01-18","Forest County, PA","caserate7day",604.47863718,4
"2021-01-17","Forest County, PA","caserate7day",337.56599219,4
"2021-01-16","Forest County, PA","caserate7day",339.52858517,4
"2021-01-15","Forest County, PA","caserate7day",410.18193237,4
"2021-01-14","Forest County, PA","caserate7day",431.77045513,4
"2021-01-13","Forest County, PA","caserate7day",431.77045513,4
"2021-01-12","Forest County, PA","caserate7day",160.93262418,4
"2021-01-11","Forest County, PA","caserate7day",160.93262418,4
"2021-01-10","Forest County, PA","caserate7day",157.00743823,4
"2021-01-09","Forest County, PA","caserate7day",160.93262418,4
"2021-01-08","Forest County, PA","caserate7day",113.83039271,4
"2021-01-07","Forest County, PA","caserate7day",92.241869959,4
"2021-01-06","Forest County, PA","caserate7day",102.05483485,4
"2021-01-05","Forest County, PA","caserate7day",104.01742783,4
"2021-01-04","Forest County, PA","caserate7day",92.241869959,4
"2021-01-03","Forest County, PA","caserate7day",84.391498047,4
"2021-01-02","Forest County, PA","caserate7day",96.167055914,4
"2021-01-01","Forest County, PA","caserate7day",117.75557867,4
"2020-12-31","Forest County, PA","caserate7day",127.56854356,4
"2020-12-30","Forest County, PA","caserate7day",133.45632249,4
"2020-12-29","Forest County, PA","caserate7day",131.49372952,4
"2020-12-28","Forest County, PA","caserate7day",139.34410143,4
"2020-12-27","Forest County, PA","caserate7day",153.08225227,4
"2020-12-26","Forest County, PA","caserate7day",147.19447334,4
"2020-12-25","Forest County, PA","caserate7day",129.53113654,4
"2020-12-24","Forest County, PA","caserate7day",111.86779974,4
"2020-12-23","Forest County, PA","caserate7day",98.129648892,4
"2020-12-22","Forest County, PA","caserate7day",104.01742783,4
"2020-12-21","Forest County, PA","caserate7day",104.01742783,4
"2020-12-20","Forest County, PA","caserate7day",105.9800208,4
"2020-12-19","Forest County, PA","caserate7day",102.05483485,4
"2020-12-18","Forest County, PA","caserate7day",72.61594018,4
"2020-12-17","Forest County, PA","caserate7day",82.428905069,4
"2020-12-16","Forest County, PA","caserate7day",78.503719114,4
"2020-12-15","Forest County, PA","caserate7day",70.653347202,4
"2020-12-14","Forest County, PA","caserate7day",74.578533158,4
"2020-12-13","Forest County, PA","caserate7day",72.61594018,4
"2020-12-12","Forest County, PA","caserate7day",78.503719114,4
"2020-12-11","Forest County, PA","caserate7day",86.354091025,4
"2020-12-10","Forest County, PA","caserate7day",72.61594018,4
"2020-12-09","Forest County, PA","caserate7day",78.503719114,4
"2020-12-08","Forest County, PA","caserate7day",76.541126136,4
"2020-12-07","Forest County, PA","caserate7day",68.690754224,4
"2020-12-06","Forest County, PA","caserate7day",56.915196357,4
"2020-12-05","Forest County, PA","caserate7day",54.95260338,4
"2020-12-04","Forest County, PA","caserate7day",78.503719114,4
"2020-12-03","Forest County, PA","caserate7day",90.279276981,4
"2020-12-02","Forest County, PA","caserate7day",90.279276981,4
"2020-12-01","Forest County, PA","caserate7day",88.316684003,4
"2020-11-30","Forest County, PA","caserate7day",80.466312092,4
"2020-11-29","Forest County, PA","caserate7day",76.541126136,4
"2020-11-28","Forest County, PA","caserate7day",62.802975291,4
"2020-11-27","Forest County, PA","caserate7day",31.401487645,4
"2020-11-26","Forest County, PA","caserate7day",58.877789335,4
"2020-11-25","Forest County, PA","caserate7day",52.990010402,4
"2020-11-24","Forest County, PA","caserate7day",52.990010402,4
"2020-11-23","Forest County, PA","caserate7day",56.915196357,4
"2020-11-22","Forest County, PA","caserate7day",58.877789335,4
"2020-11-21","Forest County, PA","caserate7day",56.915196357,4
"2020-11-20","Forest County, PA","caserate7day",52.990010402,4
"2020-11-19","Forest County, PA","caserate7day",13.738150845,4
"2020-11-18","Forest County, PA","caserate7day",9.8129648892,4
"2020-11-17","Forest County, PA","caserate7day",13.738150845,4
"2020-11-16","Forest County, PA","caserate7day",11.775557867,4
"2020-11-15","Forest County, PA","caserate7day",11.775557867,4
"2020-11-14","Forest County, PA","caserate7day",11.775557867,4
"2020-11-13","Forest County, PA","caserate7day",7.8503719114,4
"2020-11-12","Forest County, PA","caserate7day",7.8503719114,4
"2020-11-11","Forest County, PA","caserate7day",9.8129648892,4
"2020-11-10","Forest County, PA","caserate7day",5.8877789335,4
"2020-11-09","Forest County, PA","caserate7day",3.9251859557,4
"2020-11-08","Forest County, PA","caserate7day",1.9625929778,4
"2020-11-07","Forest County, PA","caserate7day",1.9625929778,4
"2020-11-06","Forest County, PA","caserate7day",1.9625929778,4
"2020-11-05","Forest County, PA","caserate7day",1.9625929778,4
"2020-11-04","Forest County, PA","caserate7day",0,4
"2020-11-03","Forest County, PA","caserate7day",0,4
"2020-11-02","Forest County, PA","caserate7day",0,4
"2020-11-01","Forest County, PA","caserate7day",0,4
"2020-10-31","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-30","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-29","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-28","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-27","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-26","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-25","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-24","Forest County, PA","caserate7day",0,4
"2020-10-23","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-22","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-21","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-20","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-19","Forest County, PA","caserate7day",1.9625929778,4
"2020-10-18","Forest County, PA","caserate7day",5.8877789335,4
"2020-10-17","Forest County, PA","caserate7day",5.8877789335,4
"2020-10-16","Forest County, PA","caserate7day",3.9251859557,4
"2020-10-15","Forest County, PA","caserate7day",3.9251859557,4
"2020-10-14","Forest County, PA","caserate7day",3.9251859557,4
"2020-10-13","Forest County, PA","caserate7day",3.9251859557,4
"2020-10-12","Forest County, PA","caserate7day",3.9251859557,4
"2020-10-11","Forest County, PA","caserate7day",0,4
"2020-10-10","Forest County, PA","caserate7day",0,4
"2020-10-09","Forest County, PA","caserate7day",0,4
"2020-10-08","Forest County, PA","caserate7day",0,4
"2020-10-07","Forest County, PA","caserate7day",0,4
"2020-10-06","Forest County, PA","caserate7day",0,4
"2020-10-05","Forest County, PA","caserate7day",0,4
"2020-10-04","Forest County, PA","caserate7day",0,4
"2020-10-03","Forest County, PA","caserate7day",0,4
"2020-10-02","Forest County, PA","caserate7day",0,4
"2020-10-01","Forest County, PA","caserate7day",0,4
"2020-09-30","Forest County, PA","caserate7day",0,4
"2020-09-29","Forest County, PA","caserate7day",0,4
"2020-09-28","Forest County, PA","caserate7day",0,4
"2020-09-27","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-26","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-25","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-24","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-23","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-22","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-21","Forest County, PA","caserate7day",1.9625929778,4
"2020-09-20","Forest County, PA","caserate7day",0,4
"2020-09-19","Forest County, PA","caserate7day",0,4
"2020-09-18","Forest County, PA","caserate7day",0,4
"2020-09-17","Forest County, PA","caserate7day",0,4
"2020-09-16","Forest County, PA","caserate7day",0,4
"2020-09-15","Forest County, PA","caserate7day",0,4
"2020-09-14","Forest County, PA","caserate7day",0,4
"2020-09-13","Forest County, PA","caserate7day",0,4
"2020-09-12","Forest County, PA","caserate7day",0,4
"2020-09-11","Forest County, PA","caserate7day",0,4
"2020-09-10","Forest County, PA","caserate7day",0,4
"2020-09-09","Forest County, PA","caserate7day",0,4
"2020-09-08","Forest County, PA","caserate7day",0,4
"2020-09-07","Forest County, PA","caserate7day",0,4
"2020-09-06","Forest County, PA","caserate7day",0,4
"2020-09-05","Forest County, PA","caserate7day",0,4
"2020-09-04","Forest County, PA","caserate7day",0,4
"2020-09-03","Forest County, PA","caserate7day",0,4
"2020-09-02","Forest County, PA","caserate7day",0,4
"2020-09-01","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-31","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-30","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-29","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-28","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-27","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-26","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-25","Forest County, PA","caserate7day",0,4
"2020-08-24","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-23","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-22","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-21","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-20","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-19","Forest County, PA","caserate7day",5.8877789335,4
"2020-08-18","Forest County, PA","caserate7day",5.8877789335,4
"2020-08-17","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-16","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-15","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-14","Forest County, PA","caserate7day",5.8877789335,4
"2020-08-13","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-12","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-11","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-10","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-09","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-08","Forest County, PA","caserate7day",1.9625929778,4
"2020-08-07","Forest County, PA","caserate7day",0,4
"2020-08-06","Forest County, PA","caserate7day",0,4
"2020-08-05","Forest County, PA","caserate7day",0,4
"2020-08-04","Forest County, PA","caserate7day",0,4
"2020-08-03","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-02","Forest County, PA","caserate7day",3.9251859557,4
"2020-08-01","Forest County, PA","caserate7day",3.9251859557,4
"2020-07-31","Forest County, PA","caserate7day",3.9251859557,4
"2020-07-30","Forest County, PA","caserate7day",3.9251859557,4
"2020-07-29","Forest County, PA","caserate7day",3.9251859557,4
"2020-07-28","Forest County, PA","caserate7day",3.9251859557,4
"2020-07-27","Forest County, PA","caserate7day",0,4
"2020-07-26","Forest County, PA","caserate7day",0,4
"2020-07-25","Forest County, PA","caserate7day",0,4
"2020-07-24","Forest County, PA","caserate7day",0,4
"2020-07-23","Forest County, PA","caserate7day",0,4
"2020-07-22","Forest County, PA","caserate7day",0,4
"2020-07-21","Forest County, PA","caserate7day",0,4
"2020-07-20","Forest County, PA","caserate7day",0,4
"2020-07-19","Forest County, PA","caserate7day",0,4
"2020-07-18","Forest County, PA","caserate7day",0,4
"2020-07-17","Forest County, PA","caserate7day",0,4
"2020-07-16","Forest County, PA","caserate7day",0,4
"2020-07-15","Forest County, PA","caserate7day",0,4
"2020-07-14","Forest County, PA","caserate7day",0,4
"2020-07-13","Forest County, PA","caserate7day",0,4
"2020-07-12","Forest County, PA","caserate7day",0,4
"2020-07-11","Forest County, PA","caserate7day",0,4
"2020-07-10","Forest County, PA","caserate7day",0,4
"2020-07-09","Forest County, PA","caserate7day",0,4
"2020-07-08","Forest County, PA","caserate7day",0,4
"2020-07-07","Forest County, PA","caserate7day",0,4
"2020-07-06","Forest County, PA","caserate7day",0,4
"2020-07-05","Forest County, PA","caserate7day",0,4
"2020-07-04","Forest County, PA","caserate7day",0,4
"2020-07-03","Forest County, PA","caserate7day",0,4
"2020-07-02","Forest County, PA","caserate7day",0,4
"2020-07-01","Forest County, PA","caserate7day",0,4
"2020-06-30","Forest County, PA","caserate7day",0,4
"2020-06-29","Forest County, PA","caserate7day",0,4
"2020-06-28","Forest County, PA","caserate7day",0,4
"2020-06-27","Forest County, PA","caserate7day",0,4
"2020-06-26","Forest County, PA","caserate7day",0,4
"2020-06-25","Forest County, PA","caserate7day",0,4
"2020-06-24","Forest County, PA","caserate7day",0,4
"2020-06-23","Forest County, PA","caserate7day",0,4
"2020-06-22","Forest County, PA","caserate7day",0,4
"2020-06-21","Forest County, PA","caserate7day",0,4
"2020-06-20","Forest County, PA","caserate7day",0,4
"2020-06-19","Forest County, PA","caserate7day",0,4
"2020-06-18","Forest County, PA","caserate7day",0,4
"2020-06-17","Forest County, PA","caserate7day",0,4
"2020-06-16","Forest County, PA","caserate7day",0,4
"2020-06-15","Forest County, PA","caserate7day",0,4
"2020-06-14","Forest County, PA","caserate7day",0,4
"2020-06-13","Forest County, PA","caserate7day",0,4
"2020-06-12","Forest County, PA","caserate7day",0,4
"2020-06-11","Forest County, PA","caserate7day",0,4
"2020-06-10","Forest County, PA","caserate7day",0,4
"2020-06-09","Forest County, PA","caserate7day",0,4
"2020-06-08","Forest County, PA","caserate7day",0,4
"2020-06-07","Forest County, PA","caserate7day",0,4
"2020-06-06","Forest County, PA","caserate7day",0,4
"2020-06-05","Forest County, PA","caserate7day",0,4
"2020-06-04","Forest County, PA","caserate7day",0,4
"2020-06-03","Forest County, PA","caserate7day",0,4
"2020-06-02","Forest County, PA","caserate7day",0,4
"2020-06-01","Forest County, PA","caserate7day",0,4
"2020-05-31","Forest County, PA","caserate7day",0,4
"2020-05-30","Forest County, PA","caserate7day",0,4
"2020-05-29","Forest County, PA","caserate7day",0,4
"2020-05-28","Forest County, PA","caserate7day",0,4
"2020-05-27","Forest County, PA","caserate7day",0,4
"2020-05-26","Forest County, PA","caserate7day",0,4
"2020-05-25","Forest County, PA","caserate7day",0,4
"2020-05-24","Forest County, PA","caserate7day",0,4
"2020-05-23","Forest County, PA","caserate7day",0,4
"2020-05-22","Forest County, PA","caserate7day",0,4
"2020-05-21","Forest County, PA","caserate7day",0,4
"2020-05-20","Forest County, PA","caserate7day",0,4
"2020-05-19","Forest County, PA","caserate7day",0,4
"2020-05-18","Forest County, PA","caserate7day",0,4
"2020-05-17","Forest County, PA","caserate7day",0,4
"2020-05-16","Forest County, PA","caserate7day",0,4
"2020-05-15","Forest County, PA","caserate7day",0,4
"2020-05-14","Forest County, PA","caserate7day",0,4
"2020-05-13","Forest County, PA","caserate7day",0,4
"2020-05-12","Forest County, PA","caserate7day",0,4
"2020-05-11","Forest County, PA","caserate7day",0,4
"2020-05-10","Forest County, PA","caserate7day",0,4
"2020-05-09","Forest County, PA","caserate7day",0,4
"2020-05-08","Forest County, PA","caserate7day",0,4
"2020-05-07","Forest County, PA","caserate7day",0,4
"2020-05-06","Forest County, PA","caserate7day",0,4
"2020-05-05","Forest County, PA","caserate7day",0,4
"2020-05-04","Forest County, PA","caserate7day",0,4
"2020-05-03","Forest County, PA","caserate7day",0,4
"2020-05-02","Forest County, PA","caserate7day",0,4
"2020-05-01","Forest County, PA","caserate7day",0,4
"2020-04-30","Forest County, PA","caserate7day",0,4
"2020-04-29","Forest County, PA","caserate7day",0,4
"2020-04-28","Forest County, PA","caserate7day",0,4
"2020-04-27","Forest County, PA","caserate7day",0,4
"2020-04-26","Forest County, PA","caserate7day",0,4
"2020-04-25","Forest County, PA","caserate7day",0,4
"2020-04-24","Forest County, PA","caserate7day",0,4
"2020-04-23","Forest County, PA","caserate7day",0,4
"2020-04-22","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-21","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-20","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-19","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-18","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-17","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-16","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-15","Forest County, PA","caserate7day",0,4
"2020-04-14","Forest County, PA","caserate7day",0,4
"2020-04-13","Forest County, PA","caserate7day",1.9625929778,4
"2020-04-12","Forest County, PA","caserate7day",3.9251859557,4
"2020-04-11","Forest County, PA","caserate7day",5.8877789335,4
"2020-04-10","Forest County, PA","caserate7day",7.8503719114,4
"2020-04-09","Forest County, PA","caserate7day",7.8503719114,4
"2020-04-08","Forest County, PA","caserate7day",9.8129648892,4
"2020-04-07","Forest County, PA","caserate7day",104.01742783,4
"2020-04-06","Forest County, PA","caserate7day",233.54856436,4
"2020-04-05","Forest County, PA","caserate7day",333.64080623,4
"2020-04-04","Forest County, PA","caserate7day",408.21933939,4
"2020-04-03","Forest County, PA","caserate7day",518.12454615,4
"2020-04-02","Forest County, PA","caserate7day",737.93495967,4
"2021-01-21","Forest County, PA","caserate7day",1316.8998881,5
"2021-01-20","Forest County, PA","caserate7day",314.01487645,5
"2021-01-19","Forest County, PA","caserate7day",588.77789335,5
"2021-01-18","Forest County, PA","caserate7day",604.47863718,5
"2021-01-17","Forest County, PA","caserate7day",337.56599219,5
"2021-01-16","Forest County, PA","caserate7day",339.52858517,5
"2021-01-15","Forest County, PA","caserate7day",410.18193237,5
"2021-01-14","Forest County, PA","caserate7day",431.77045513,5
"2021-01-13","Forest County, PA","caserate7day",431.77045513,5
"2021-01-12","Forest County, PA","caserate7day",160.93262418,5
"2021-01-11","Forest County, PA","caserate7day",160.93262418,5
"2021-01-10","Forest County, PA","caserate7day",157.00743823,5
"2021-01-09","Forest County, PA","caserate7day",160.93262418,5
"2021-01-08","Forest County, PA","caserate7day",113.83039271,5
"2021-01-07","Forest County, PA","caserate7day",92.241869959,5
"2021-01-06","Forest County, PA","caserate7day",102.05483485,5
"2021-01-05","Forest County, PA","caserate7day",104.01742783,5
"2021-01-04","Forest County, PA","caserate7day",92.241869959,5
"2021-01-03","Forest County, PA","caserate7day",84.391498047,5
"2021-01-02","Forest County, PA","caserate7day",96.167055914,5
"2021-01-01","Forest County, PA","caserate7day",117.75557867,5
"2020-12-31","Forest County, PA","caserate7day",127.56854356,5
"2020-12-30","Forest County, PA","caserate7day",133.45632249,5
"2020-12-29","Forest County, PA","caserate7day",131.49372952,5
"2020-12-28","Forest County, PA","caserate7day",139.34410143,5
"2020-12-27","Forest County, PA","caserate7day",153.08225227,5
"2020-12-26","Forest County, PA","caserate7day",147.19447334,5
"2020-12-25","Forest County, PA","caserate7day",129.53113654,5
"2020-12-24","Forest County, PA","caserate7day",111.86779974,5
"2020-12-23","Forest County, PA","caserate7day",98.129648892,5
"2020-12-22","Forest County, PA","caserate7day",104.01742783,5
"2020-12-21","Forest County, PA","caserate7day",104.01742783,5
"2020-12-20","Forest County, PA","caserate7day",105.9800208,5
"2020-12-19","Forest County, PA","caserate7day",102.05483485,5
"2020-12-18","Forest County, PA","caserate7day",72.61594018,5
"2020-12-17","Forest County, PA","caserate7day",82.428905069,5
"2020-12-16","Forest County, PA","caserate7day",78.503719114,5
"2020-12-15","Forest County, PA","caserate7day",70.653347202,5
"2020-12-14","Forest County, PA","caserate7day",74.578533158,5
"2020-12-13","Forest County, PA","caserate7day",72.61594018,5
"2020-12-12","Forest County, PA","caserate7day",78.503719114,5
"2020-12-11","Forest County, PA","caserate7day",86.354091025,5
"2020-12-10","Forest County, PA","caserate7day",72.61594018,5
"2020-12-09","Forest County, PA","caserate7day",78.503719114,5
"2020-12-08","Forest County, PA","caserate7day",76.541126136,5
"2020-12-07","Forest County, PA","caserate7day",68.690754224,5
"2020-12-06","Forest County, PA","caserate7day",56.915196357,5
"2020-12-05","Forest County, PA","caserate7day",54.95260338,5
"2020-12-04","Forest County, PA","caserate7day",78.503719114,5
"2020-12-03","Forest County, PA","caserate7day",90.279276981,5
"2020-12-02","Forest County, PA","caserate7day",90.279276981,5
"2020-12-01","Forest County, PA","caserate7day",88.316684003,5
"2020-11-30","Forest County, PA","caserate7day",80.466312092,5
"2020-11-29","Forest County, PA","caserate7day",76.541126136,5
"2020-11-28","Forest County, PA","caserate7day",62.802975291,5
"2020-11-27","Forest County, PA","caserate7day",31.401487645,5
"2020-11-26","Forest County, PA","caserate7day",58.877789335,5
"2020-11-25","Forest County, PA","caserate7day",52.990010402,5
"2020-11-24","Forest County, PA","caserate7day",52.990010402,5
"2020-11-23","Forest County, PA","caserate7day",56.915196357,5
"2020-11-22","Forest County, PA","caserate7day",58.877789335,5
"2020-11-21","Forest County, PA","caserate7day",56.915196357,5
"2020-11-20","Forest County, PA","caserate7day",52.990010402,5
"2020-11-19","Forest County, PA","caserate7day",13.738150845,5
"2020-11-18","Forest County, PA","caserate7day",9.8129648892,5
"2020-11-17","Forest County, PA","caserate7day",13.738150845,5
"2020-11-16","Forest County, PA","caserate7day",11.775557867,5
"2020-11-15","Forest County, PA","caserate7day",11.775557867,5
"2020-11-14","Forest County, PA","caserate7day",11.775557867,5
"2020-11-13","Forest County, PA","caserate7day",7.8503719114,5
"2020-11-12","Forest County, PA","caserate7day",7.8503719114,5
"2020-11-11","Forest County, PA","caserate7day",9.8129648892,5
"2020-11-10","Forest County, PA","caserate7day",5.8877789335,5
"2020-11-09","Forest County, PA","caserate7day",3.9251859557,5
"2020-11-08","Forest County, PA","caserate7day",1.9625929778,5
"2020-11-07","Forest County, PA","caserate7day",1.9625929778,5
"2020-11-06","Forest County, PA","caserate7day",1.9625929778,5
"2020-11-05","Forest County, PA","caserate7day",1.9625929778,5
"2020-11-04","Forest County, PA","caserate7day",0,5
"2020-11-03","Forest County, PA","caserate7day",0,5
"2020-11-02","Forest County, PA","caserate7day",0,5
"2020-11-01","Forest County, PA","caserate7day",0,5
"2020-10-31","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-30","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-29","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-28","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-27","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-26","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-25","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-24","Forest County, PA","caserate7day",0,5
"2020-10-23","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-22","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-21","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-20","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-19","Forest County, PA","caserate7day",1.9625929778,5
"2020-10-18","Forest County, PA","caserate7day",5.8877789335,5
"2020-10-17","Forest County, PA","caserate7day",5.8877789335,5
"2020-10-16","Forest County, PA","caserate7day",3.9251859557,5
"2020-10-15","Forest County, PA","caserate7day",3.9251859557,5
"2020-10-14","Forest County, PA","caserate7day",3.9251859557,5
"2020-10-13","Forest County, PA","caserate7day",3.9251859557,5
"2020-10-12","Forest County, PA","caserate7day",3.9251859557,5
"2020-10-11","Forest County, PA","caserate7day",0,5
"2020-10-10","Forest County, PA","caserate7day",0,5
"2020-10-09","Forest County, PA","caserate7day",0,5
"2020-10-08","Forest County, PA","caserate7day",0,5
"2020-10-07","Forest County, PA","caserate7day",0,5
"2020-10-06","Forest County, PA","caserate7day",0,5
"2020-10-05","Forest County, PA","caserate7day",0,5
"2020-10-04","Forest County, PA","caserate7day",0,5
"2020-10-03","Forest County, PA","caserate7day",0,5
"2020-10-02","Forest County, PA","caserate7day",0,5
"2020-10-01","Forest County, PA","caserate7day",0,5
"2020-09-30","Forest County, PA","caserate7day",0,5
"2020-09-29","Forest County, PA","caserate7day",0,5
"2020-09-28","Forest County, PA","caserate7day",0,5
"2020-09-27","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-26","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-25","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-24","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-23","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-22","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-21","Forest County, PA","caserate7day",1.9625929778,5
"2020-09-20","Forest County, PA","caserate7day",0,5
"2020-09-19","Forest County, PA","caserate7day",0,5
"2020-09-18","Forest County, PA","caserate7day",0,5
"2020-09-17","Forest County, PA","caserate7day",0,5
"2020-09-16","Forest County, PA","caserate7day",0,5
"2020-09-15","Forest County, PA","caserate7day",0,5
"2020-09-14","Forest County, PA","caserate7day",0,5
"2020-09-13","Forest County, PA","caserate7day",0,5
"2020-09-12","Forest County, PA","caserate7day",0,5
"2020-09-11","Forest County, PA","caserate7day",0,5
"2020-09-10","Forest County, PA","caserate7day",0,5
"2020-09-09","Forest County, PA","caserate7day",0,5
"2020-09-08","Forest County, PA","caserate7day",0,5
"2020-09-07","Forest County, PA","caserate7day",0,5
"2020-09-06","Forest County, PA","caserate7day",0,5
"2020-09-05","Forest County, PA","caserate7day",0,5
"2020-09-04","Forest County, PA","caserate7day",0,5
"2020-09-03","Forest County, PA","caserate7day",0,5
